date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,surplus,expense_ratio,debt_pressure
2019-11-27,1784,2669.1,5419.58,0.07,3185.65,recession,752.0,0.35,543.29,266.77,1,566.61,86,0,398.49,3643.11,Mixed,1377.98,Utilities,Positive,87.9,Medium,0.0,0,-2750.48,203.04896781686713,20.354801243864973
2019-12-27,1001,5343.85,4959.889999999999,0.13,2101.12,normal,687.0,0.27,692.51,35.82,3,168.87,69,0,193.65,3263.26,Salary,1502.98,Rent,Positive,49.2,Medium,1261.69,0,383.96000000000095,92.81491808340428,12.959008954218397
2020-01-26,1861,4665.72,3975.26,0.18,2936.08,recession,657.0,0.41,294.92,356.98,5,892.44,25,0,249.23,2779.61,Salary,946.42,Healthcare,Neutral,32.5,Low,991.75,0,690.46,85.20142657510523,6.320996545013418
2020-02-25,1680,3653.03,4703.02,0.33,2758.25,normal,700.0,0.22,680.51,167.83,1,889.93,33,0,334.1,2855.32,Salary,1513.6,Investments,Negative,90.8,Low,1111.01,0,-1049.9900000000002,128.74298869705422,18.62864526160475
2020-03-26,1517,3896.29,4525.75,0.16,3071.32,inflation,712.0,0.59,441.12,331.99,2,1607.56,84,0,252.45,2620.87,Mixed,1652.43,Education,Negative,0.9,High,1823.61,0,-629.46,116.15536831190695,11.321539207810508
2020-04-25,1179,4658.8,3621.67,0.35,2656.31,normal,729.0,0.15,393.83,462.86,7,1470.17,54,0,761.01,1903.22,Salary,957.44,Groceries,Negative,42.7,Low,1114.25,0,1037.13,77.73825877908475,8.453464411436421
2020-05-25,1602,4255.36,3145.4300000000003,0.08,4030.24,normal,664.0,0.12,416.59,508.87,7,1523.37,27,0,391.51,1397.49,Salary,1356.43,Rent,Positive,2.5,High,1718.7,0,1109.9299999999994,73.9168953978042,9.789771018198227
2020-06-24,1406,3591.17,4195.49,0.06,3746.12,inflation,791.0,0.19,604.19,520.39,7,1598.53,57,0,568.83,3120.7,Salary,505.96,Entertainment,Positive,25.0,Low,184.09,0,-604.3199999999997,116.82794186852752,16.82432187838504
2020-07-24,1702,4292.35,4586.29,0.38,3077.51,normal,601.0,0.12,422.51,104.94,5,1319.1,23,0,632.6,2885.59,Mixed,1068.1,Education,Negative,89.2,Low,831.04,0,-293.9399999999996,106.84799701795053,9.84332591703845
2020-08-23,1530,3287.25,3976.66,0.19,3031.49,inflation,646.0,0.27,359.77,473.27,8,1771.83,80,0,553.74,2543.09,Salary,879.83,Rent,Neutral,4.6,Low,355.99,0,-689.4099999999999,120.9722412350749,10.944406418739067
2020-09-22,1836,4199.02,3170.9600000000005,0.21,2149.25,inflation,701.0,0.52,660.4,729.19,5,1306.1,28,0,292.34,2327.78,Salary,550.84,Investments,Neutral,55.8,Medium,863.42,0,1028.06,75.51666817495511,15.727479268972283
2020-10-22,1960,2643.07,3274.99,0.4,2962.75,normal,709.0,0.38,392.63,470.28,1,905.75,40,0,686.78,2038.14,Mixed,550.07,Groceries,Positive,23.7,Low,0.0,0,-631.9199999999996,123.9085608780698,14.855073834593863
2020-11-21,1880,4735.23,4625.969999999999,0.05,3610.3,recession,708.0,0.51,479.23,277.21,8,768.0,67,0,276.9,2539.61,Salary,1809.46,Groceries,Neutral,52.5,Low,1647.15,0,109.26000000000022,97.69261471987633,10.12052212880895
2020-12-21,1683,2918.33,4151.01,0.37,3742.07,normal,706.0,0.6,472.51,712.55,5,805.27,55,0,427.28,2772.46,Freelance,951.27,Healthcare,Positive,10.3,Low,63.54,0,-1232.6800000000003,142.23922585862462,16.191109298811305
2021-01-20,1810,4027.77,3533.94,0.09,2733.82,inflation,626.0,0.58,473.35,405.16,3,556.47,88,0,79.75,2465.07,Salary,989.12,Rent,Positive,89.5,High,1174.55,0,493.8299999999999,87.73936942774786,11.752160624861897
2021-02-19,1181,2199.91,4187.49,0.23,2522.49,normal,654.0,0.38,565.13,698.2,3,159.4,55,0,561.79,2309.29,Salary,1316.41,Education,Positive,74.7,High,0.0,0,-1987.58,190.34824151897124,25.688778177289073
2021-03-21,1526,2591.91,4151.91,0.32,3023.08,normal,693.0,0.17,548.18,113.71,5,1199.04,72,0,250.61,2355.85,Salary,1545.45,Insurance,Positive,69.1,High,0.0,0,-1560.0,160.1872750211234,21.14965411607656
2021-04-20,1372,3427.36,5115.620000000001,0.39,3041.6,inflation,587.0,0.58,491.47,315.95,6,998.34,70,0,551.35,2810.04,Salary,1754.23,Dining Out,Positive,52.7,High,867.89,0,-1688.2600000000007,149.25832127351666,14.339608328275991
2021-05-20,1999,4511.83,4019.5400000000004,0.3,2771.39,normal,626.0,0.17,545.89,320.97,1,1196.3,71,0,742.36,2255.28,Mixed,1021.9,Transportation,Positive,71.2,High,1278.11,0,492.2899999999995,89.08890627528078,12.099081747317607
2021-06-19,1973,4059.17,4478.490000000001,0.11,1768.89,inflation,679.0,0.54,549.87,466.15,5,1466.67,80,0,649.22,2569.53,Mixed,1259.74,Investments,Positive,71.6,Medium,977.18,0,-419.3200000000006,110.33019065473977,13.546365389968884
2021-07-19,1229,6828.27,4597.09,0.05,2530.07,normal,670.0,0.47,287.18,350.54,1,1347.13,88,0,557.16,2678.26,Salary,1361.67,Healthcare,Positive,10.5,High,4200.45,1,2231.1800000000003,67.32437352360114,4.2057505048863035
2021-08-18,1032,2835.01,4323.8099999999995,0.16,4201.34,normal,638.0,0.49,344.08,241.01,3,1216.4,71,0,366.24,2420.12,Salary,1537.45,Healthcare,Positive,17.4,Medium,0.0,0,-1488.7999999999993,152.5148059442471,12.136817859548994
2021-09-17,1134,3484.11,3570.3399999999997,0.21,3149.1,inflation,684.0,0.15,429.55,215.99,5,1163.28,62,0,576.61,2057.99,Freelance,935.74,Groceries,Negative,16.3,Low,524.26,0,-86.22999999999956,102.47495056126242,12.328830031198786
2021-10-17,1421,4746.63,4503.74,0.29,2177.49,normal,719.0,0.2,483.5,410.04,4,1692.67,95,0,606.81,2967.46,Mixed,929.47,Healthcare,Positive,66.0,Low,2752.07,1,242.89000000000033,94.88289586506636,10.186174190952316
2021-11-16,1649,4238.21,3073.65,0.37,3308.94,inflation,651.0,0.16,340.11,299.4,2,1684.38,39,0,210.47,1464.78,Salary,1398.4,Education,Neutral,56.5,High,2267.3,0,1164.56,72.52236203491569,8.024850113609283
2021-12-16,1249,4723.75,3649.9100000000003,0.28,3030.22,inflation,642.0,0.12,644.01,351.54,2,1120.7,83,0,176.11,2139.42,Salary,1334.38,Healthcare,Positive,18.7,Medium,2020.09,0,1073.8399999999997,77.26721354855782,13.633448002116962
2022-01-15,1909,4213.27,4576.4400000000005,0.21,2661.85,normal,806.0,0.44,514.12,105.22,3,860.85,38,0,733.79,2474.3,Salary,1368.35,Rent,Positive,92.5,Low,1416.14,0,-363.1700000000001,108.6196707070755,12.202398612004451
2022-02-14,1297,5808.8,3231.1800000000003,0.15,2588.56,normal,695.0,0.25,309.47,848.44,8,1320.74,96,0,668.22,1264.37,Mixed,1298.59,Transportation,Neutral,78.4,Low,2867.22,1,2577.62,55.62560253408621,5.327606390304366
2022-03-16,1362,2050.84,3529.1800000000003,0.1,2577.3,normal,713.0,0.57,571.59,773.22,8,1154.55,58,0,601.34,1464.26,Freelance,1463.58,Transportation,Neutral,33.7,Low,0.0,0,-1478.3400000000001,172.0846092332898,27.871018704530826
2022-04-15,1426,2018.66,5058.07,0.12,2906.5,normal,785.0,0.22,496.1,466.62,7,1093.09,60,0,536.28,2902.44,Salary,1619.35,Investments,Positive,57.5,Medium,0.0,0,-3039.41,250.56572181546173,24.575708638403693
2022-05-15,1554,4775.72,3786.6,0.34,2430.8,normal,640.0,0.49,485.71,806.94,2,887.34,55,0,709.98,2417.33,Salary,659.29,Transportation,Positive,83.3,Low,2624.77,1,989.1200000000003,79.28856800649953,10.17040362500314
2022-06-14,1944,2356.49,4424.92,0.24,1823.12,recession,677.0,0.52,480.75,564.09,7,989.68,79,0,822.23,2078.36,Salary,1524.33,Education,Neutral,39.3,High,0.0,0,-2068.4300000000003,187.77588701840452,20.40110503333348
2022-07-14,1284,2833.68,4914.26,0.06,2883.34,inflation,648.0,0.43,573.89,201.44,7,1529.41,22,0,488.99,2912.98,Mixed,1512.29,Investments,Negative,56.8,Medium,0.0,0,-2080.5800000000004,173.42325174331611,20.25246322802857
2022-08-13,1350,5685.03,4869.7,0.22,2889.77,normal,772.0,0.55,651.5,377.81,2,833.04,54,0,787.0,2444.94,Salary,1637.76,Rent,Positive,44.9,Low,3879.59,1,815.3299999999999,85.65829907669793,11.4599219353284
2022-09-12,1726,5058.25,2558.15,0.17,2381.75,recession,612.0,0.15,504.12,466.06,7,1395.15,24,0,145.29,1473.88,Freelance,938.98,Investments,Positive,6.1,High,3408.25,1,2500.1,50.573815054613746,9.96629269015964
2022-10-12,1733,4598.99,3911.9900000000002,0.34,2286.21,inflation,662.0,0.25,834.16,503.72,3,858.3,40,0,507.65,2302.62,Salary,1101.72,Groceries,Neutral,58.7,Low,13.44,0,686.9999999999995,85.06193751236685,18.13789549444552
2022-11-11,1014,5567.2,3917.29,0.34,2593.4,recession,614.0,0.23,571.05,317.69,2,1628.62,27,0,612.05,1646.79,Salary,1658.45,Utilities,Negative,72.7,Low,1911.41,0,1649.9099999999999,70.36373760597787,10.257400488575945
2022-12-11,1912,3316.71,3865.84,0.34,3329.33,recession,631.0,0.57,712.89,631.7,4,1392.2,69,0,444.09,2139.53,Salary,1282.22,Dining Out,Neutral,41.3,Low,246.66,0,-549.1300000000001,116.55646710143486,21.493890029577503
2023-01-10,1572,3404.43,4267.92,0.12,3031.91,normal,634.0,0.33,199.86,669.09,9,2142.45,67,0,877.83,2253.44,Salary,1136.65,Utilities,Positive,53.0,Medium,293.1,0,-863.4900000000002,125.36371727425737,5.87058626554225
2023-02-09,1388,5959.45,3368.5600000000004,0.25,3656.96,inflation,628.0,0.45,496.4,126.85,6,1194.73,51,0,684.76,1717.86,Freelance,965.94,Rent,Neutral,42.0,Medium,3077.56,0,2590.8899999999994,56.52467929087417,8.32962773410298
2023-03-11,1353,6076.12,3648.54,0.31,2970.84,normal,732.0,0.22,498.1,300.9,3,1275.15,82,0,392.15,2101.56,Salary,1154.83,Utilities,Neutral,13.0,Low,2196.64,0,2427.58,60.04720117443368,8.197665615557296
2023-04-10,1678,3889.62,3682.35,0.3,2380.65,inflation,699.0,0.57,107.93,899.68,1,1287.58,32,0,583.29,1535.22,Salary,1563.84,Education,Positive,2.0,Medium,1163.5,0,207.26999999999998,94.67120181405896,2.7748211907589946
2023-05-10,1098,3652.61,2953.46,0.19,2367.43,normal,698.0,0.47,418.9,395.38,3,471.62,74,0,504.77,2014.31,Salary,434.38,Insurance,Positive,76.8,Medium,0.0,0,699.1500000000001,80.85889268221902,11.468511557489029
2023-06-09,1860,4325.35,3379.96,0.34,3236.06,normal,628.0,0.18,547.05,845.94,6,747.19,29,0,359.72,1471.13,Salary,1549.11,Groceries,Positive,75.2,Low,813.76,0,945.3900000000003,78.14304044759382,12.647531413642824
2023-07-09,1015,4943.74,3532.2799999999997,0.24,2492.64,normal,697.0,0.36,360.77,515.63,9,922.69,56,0,376.04,2128.69,Salary,1027.55,Rent,Positive,41.7,High,2241.0,0,1411.46,71.44955034043052,7.297511600529154
2023-08-08,1532,3916.11,3759.4700000000003,0.15,3150.33,normal,693.0,0.34,465.08,428.08,3,1225.37,41,0,345.46,1660.54,Salary,1753.47,Groceries,Negative,29.9,Medium,1990.59,0,156.63999999999987,96.00011235639448,11.876070896884919
2023-09-07,1412,4883.93,4029.4399999999996,0.34,2736.36,inflation,618.0,0.25,476.69,270.14,3,766.57,90,0,74.97,2341.91,Salary,1612.56,Insurance,Negative,36.5,High,1773.7,0,854.4900000000007,82.50404899333118,9.760377400986501
2023-10-07,1764,3548.34,4569.3099999999995,0.32,2499.1,recession,646.0,0.42,335.91,83.15,2,1344.89,36,0,561.44,3068.61,Salary,939.26,Insurance,Neutral,90.2,Medium,1209.42,0,-1020.9699999999993,128.77317280756634,9.46668019411894
2023-11-06,1246,5105.78,2935.82,0.27,2546.52,inflation,669.0,0.33,365.65,450.53,6,951.81,33,0,279.31,1543.7,Salary,1112.81,Dining Out,Neutral,20.2,Low,792.86,0,2169.9599999999996,57.49993145023875,7.161491486119652
2019-01-01,1979,3546.93,3154.65,0.36,3219.1,inflation,736.0,0.3,761.05,330.43,2,1736.01,33,0,862.19,1095.06,Salary,1197.4,Utilities,Negative,17.3,Medium,981.54,0,392.27999999999975,88.94029484652926,21.456583580730378
2019-01-31,1793,4808.93,3432.66,0.25,3415.1,normal,693.0,0.24,870.05,0.0,3,954.88,96,0,589.77,1605.36,Salary,1237.53,Healthcare,Neutral,45.4,High,273.76,0,1376.2700000000004,71.38095168779749,18.09238229710143
2019-03-02,1078,3924.66,4921.22,0.12,3243.02,normal,661.0,0.12,409.49,498.13,9,802.58,69,0,714.13,2134.82,Salary,2072.27,Dining Out,Neutral,99.4,High,0.0,0,-996.5600000000004,125.39226327885729,10.433770059062441
2019-04-01,1047,3259.18,3864.09,0.2,2026.98,normal,598.0,0.56,238.7,486.78,6,821.12,82,0,268.78,2390.31,Salary,1205.0,Groceries,Negative,35.6,Low,0.0,0,-604.9100000000003,118.56018998643832,7.323928104615271
2019-05-01,1950,4734.64,2912.84,0.34,2879.99,normal,600.0,0.39,289.86,229.96,5,1122.33,86,0,304.5,1790.37,Salary,817.97,Education,Neutral,13.9,High,3070.22,1,1821.8000000000002,61.52188973184867,6.122112768869439
2019-05-31,1687,5172.46,4404.46,0.06,3207.88,normal,678.0,0.42,550.08,377.11,2,1326.76,92,0,689.88,3244.39,Salary,470.19,Dining Out,Positive,4.6,High,2739.82,0,768.0,85.15213264094841,10.634784995920704
2019-06-30,1525,4451.08,5126.84,0.18,1814.85,inflation,696.0,0.38,904.33,375.81,2,802.74,78,0,707.39,2967.87,Mixed,1451.58,Education,Negative,62.0,Low,1993.54,1,-675.7600000000002,115.1819333734734,20.317091582267675
2019-07-30,1925,3140.71,3282.58,0.19,3237.09,normal,768.0,0.19,886.73,852.72,1,477.09,66,0,528.91,1697.51,Salary,1056.16,Groceries,Positive,65.1,High,1613.29,0,-141.8699999999999,104.51713147664063,28.233424926210954
2019-08-29,1770,5401.29,4549.34,0.38,2057.15,normal,662.0,0.52,422.71,828.41,3,603.31,92,0,608.78,2964.37,Freelance,976.19,Dining Out,Positive,56.1,Low,1733.77,0,851.9499999999998,84.22691616262041,7.826093396207202
2019-09-28,1799,3695.13,4378.3,0.37,3777.31,inflation,692.0,0.47,543.62,202.39,1,83.95,85,0,358.11,3034.33,Salary,985.86,Education,Positive,53.5,Low,1823.7,0,-683.1700000000001,118.48838877116637,14.711796337341312
2019-10-28,1653,2040.71,3435.04,0.37,2884.88,inflation,699.0,0.37,822.25,466.89,3,1794.91,78,0,672.48,1746.63,Freelance,1015.93,Dining Out,Positive,71.8,Low,0.0,0,-1394.33,168.32572977052104,40.29234923139495
2019-11-27,1962,4620.6,3704.8699999999994,0.27,2889.83,normal,682.0,0.48,621.87,383.99,3,1502.47,47,0,442.1,2202.72,Salary,1060.05,Transportation,Positive,74.5,Low,276.05,0,915.7300000000009,80.1815781500238,13.45864173483963
2019-12-27,1679,3413.85,3581.12,0.21,2516.75,normal,597.0,0.49,226.37,380.06,5,1683.19,64,0,206.73,1963.1,Salary,1411.29,Healthcare,Positive,22.5,Low,0.0,0,-167.26999999999998,104.89974662038462,6.630929888542261
2020-01-26,1633,3751.34,5260.330000000001,0.26,3496.77,normal,658.0,0.57,674.61,396.18,6,1288.18,51,0,342.06,2869.83,Salary,2048.44,Transportation,Neutral,19.8,High,557.78,0,-1508.9900000000007,140.22535947154887,17.983174012486206
2020-02-25,1959,4177.19,4090.2,0.15,3126.04,normal,634.0,0.2,127.77,483.9,5,867.48,42,0,748.91,2386.7,Freelance,954.59,Dining Out,Positive,0.1,High,265.83,0,86.98999999999978,97.91749956310343,3.058754808854757
2020-03-26,1378,5380.6,3631.0299999999997,0.29,3234.64,recession,698.0,0.16,720.03,541.13,1,80.85,51,0,584.92,1884.09,Salary,1162.02,Healthcare,Positive,61.4,High,2425.42,0,1749.5700000000006,67.48373787309964,13.38196483663532
2020-04-25,1464,5234.63,3008.61,0.08,2292.47,normal,715.0,0.39,272.94,286.17,6,975.31,35,0,423.58,2285.03,Salary,300.0,Utilities,Negative,77.3,High,2624.2,1,2226.02,57.47512240597712,5.2141221060514304
2020-05-25,1685,4897.55,3765.05,0.2,2293.4,normal,612.0,0.16,619.21,456.93,7,1121.58,75,0,573.15,1888.39,Salary,1303.51,Rent,Negative,75.9,Low,2047.39,0,1132.5,76.87619319864014,12.643260405713061
2020-06-24,1427,3768.81,3885.88,0.09,2956.19,normal,623.0,0.55,556.73,285.7,1,839.22,74,0,417.54,2164.27,Freelance,1304.07,Utilities,Positive,22.9,Medium,816.55,0,-117.07000000000016,103.10628553840601,14.772036796760782
2020-07-24,1915,5199.63,4220.68,0.17,2862.02,inflation,622.0,0.3,545.97,0.0,2,1503.33,57,0,561.73,3291.13,Salary,367.82,Transportation,Neutral,8.5,Low,965.07,0,978.9499999999998,81.17269882664728,10.500170204418392
2020-08-23,1210,2984.02,5585.3,0.35,3415.25,normal,682.0,0.3,368.01,897.58,5,334.28,86,0,390.63,3153.16,Freelance,2041.51,Education,Positive,12.2,Low,618.92,0,-2601.28,187.17367846060014,12.332692140133108
2020-09-22,1555,3334.71,3043.95,0.14,3136.32,normal,704.0,0.4,509.32,259.76,2,1736.47,80,0,509.19,2213.47,Freelance,321.29,Dining Out,Negative,69.8,Low,64.92,0,290.7600000000002,91.28080102917494,15.273292130350166
2020-10-22,1231,4357.52,2996.3100000000004,0.28,2541.87,inflation,626.0,0.23,547.29,492.06,7,1179.4,42,0,578.55,1296.92,Salary,1120.84,Investments,Positive,35.3,Low,813.66,0,1361.21,68.76181864913988,12.559666966531418
2020-11-21,1619,5002.18,3866.9,0.22,3391.53,normal,707.0,0.29,756.58,410.2,3,794.59,94,0,490.68,1868.48,Salary,1507.74,Transportation,Neutral,98.7,Low,1392.9,0,1135.2800000000002,77.30429532723733,15.125005497603045
2020-12-21,1086,4365.03,3419.51,0.29,2470.25,normal,666.0,0.16,463.51,310.59,5,670.92,35,0,516.07,1996.8,Mixed,906.64,Rent,Positive,15.0,Low,1640.52,0,945.5199999999995,78.33875139460669,10.618712815261294
2021-01-20,1589,4640.5,3845.1,0.27,3859.5,normal,691.0,0.45,441.17,267.39,6,0.0,72,0,367.52,1815.42,Salary,1662.16,Groceries,Negative,76.3,High,2112.05,0,795.4000000000001,82.85960564594332,9.50694968214632
2021-02-19,1391,4663.1,3549.8599999999997,0.14,3458.59,normal,686.0,0.42,452.01,844.07,9,1073.05,50,0,319.64,1883.1,Mixed,1347.12,Dining Out,Negative,52.3,Low,3865.99,1,1113.2400000000007,76.12661105273315,9.693337050459993
2021-03-21,1782,3329.59,4947.61,0.16,3195.72,inflation,765.0,0.44,835.01,210.45,5,660.95,76,0,585.97,3205.43,Salary,1156.21,Healthcare,Positive,19.4,High,0.0,0,-1618.0199999999995,148.59517237858114,25.07846311407711
2021-04-20,1612,4775.53,2860.45,0.28,2831.12,normal,626.0,0.56,555.02,371.65,5,1588.77,36,0,814.6,1176.76,Salary,869.09,Investments,Positive,73.7,High,2140.73,0,1915.08,59.89806367041983,11.62216549786097
2021-05-20,1402,4191.84,3079.59,0.31,2389.45,normal,620.0,0.48,541.7,151.97,8,1406.53,74,0,333.91,1731.74,Salary,1013.94,Insurance,Neutral,37.4,Low,572.65,0,1112.25,73.46630596587657,12.922726058246498
2021-06-19,1682,2873.54,2947.34,0.21,2855.29,normal,742.0,0.12,509.66,959.28,4,1539.59,84,0,255.54,1943.02,Salary,748.78,Insurance,Positive,23.8,High,124.46,0,-73.80000000000018,102.56826075154689,17.73631130939538
2021-07-19,1198,4213.74,6071.98,0.14,3145.14,normal,692.0,0.37,703.99,296.75,6,430.17,66,0,625.52,3909.92,Salary,1536.54,Dining Out,Positive,83.5,Low,845.97,0,-1858.2399999999998,144.09954102531242,16.70701087395046
2021-08-18,1574,4579.54,3808.7699999999995,0.3,3373.76,recession,691.0,0.3,831.01,244.38,3,1549.16,46,0,435.2,2027.21,Salary,1346.36,Groceries,Positive,86.9,Low,1032.54,0,770.7700000000004,83.16927027605392,18.146145682754163
2021-09-17,1182,2742.34,3946.3,0.17,4121.1,normal,742.0,0.55,398.72,698.74,5,1623.95,77,0,196.09,1701.61,Salary,2048.6,Education,Neutral,35.0,Medium,0.0,0,-1203.96,143.90265247926953,14.539407950874072
2021-10-17,1541,4693.72,3732.2900000000004,0.09,2088.79,normal,640.0,0.27,434.86,68.16,4,762.47,65,0,960.73,2233.07,Freelance,538.49,Transportation,Positive,29.1,High,1420.15,0,961.4299999999998,79.51667334225306,9.264719667981899
2021-11-16,1167,5110.47,5591.09,0.18,3426.76,normal,662.0,0.15,311.81,293.22,6,1620.64,37,0,688.69,2511.06,Salary,2391.34,Transportation,Positive,94.1,Medium,2431.83,0,-480.6199999999999,109.40461444837754,6.101395762033629
2021-12-16,1710,3582.41,5141.3,0.38,3300.92,recession,651.0,0.4,589.92,190.7,8,1502.46,37,0,465.46,3167.05,Mixed,1508.79,Healthcare,Positive,56.3,Low,2224.07,0,-1558.8900000000003,143.51511970991595,16.46712687827468
2022-01-15,1109,4400.85,4200.57,0.25,3370.48,normal,713.0,0.18,360.82,469.26,8,780.02,21,0,185.1,2866.2,Freelance,1149.27,Groceries,Positive,31.1,High,0.0,0,200.28000000000065,95.44906097685673,8.198870672710953
2022-02-14,1538,5125.55,3918.77,0.2,2315.3,normal,755.0,0.38,289.45,0.0,2,1504.74,71,0,442.83,2374.19,Salary,1101.75,Utilities,Neutral,6.7,Medium,307.87,0,1206.7800000000002,76.45559988684141,5.6471988371979585
2022-03-16,1168,2909.27,5598.83,0.08,2575.31,normal,733.0,0.24,286.81,335.51,1,1286.96,69,0,573.28,3741.69,Mixed,1283.86,Healthcare,Negative,14.4,High,0.0,0,-2689.56,192.4479336740832,9.858486836904103
2022-04-15,1009,3590.68,4135.4400000000005,0.27,2152.56,normal,749.0,0.24,608.84,499.89,8,642.56,46,0,570.81,2325.49,Salary,1239.14,Investments,Positive,15.4,Medium,741.46,0,-544.7600000000007,115.17149954883199,16.956119732195575
2022-05-15,1444,4332.24,3331.32,0.29,2623.59,normal,644.0,0.46,483.52,778.61,2,1272.99,93,0,536.34,2494.98,Salary,300.0,Education,Positive,64.7,Low,1552.09,0,1000.9199999999996,76.89601684117224,11.160969844699279
2022-06-14,1383,2897.67,3753.4400000000005,0.09,2609.06,recession,613.0,0.51,642.57,243.65,4,1913.96,33,0,403.51,1901.48,Salary,1448.45,Groceries,Positive,39.0,Low,406.45,0,-855.7700000000004,129.5330386137828,22.175402996200397
2022-07-14,1103,3335.38,3742.3999999999996,0.32,3538.52,inflation,744.0,0.27,538.72,663.61,2,772.17,75,0,440.12,1681.17,Salary,1621.11,Dining Out,Negative,83.7,Medium,891.74,0,-407.0199999999995,112.20310729212261,16.151682866719835
2022-08-13,1202,3294.03,4376.34,0.27,2572.96,normal,634.0,0.13,122.44,340.74,5,1391.67,50,0,424.34,2605.72,Salary,1346.28,Healthcare,Neutral,1.6,High,0.0,0,-1082.31,132.85671350898443,3.717027470909494
2022-09-12,1153,4839.76,3055.7000000000003,0.23,3283.88,inflation,657.0,0.22,443.67,614.24,2,604.23,28,0,900.06,1070.96,Salary,1084.68,Insurance,Positive,3.7,Low,2322.88,0,1784.06,63.13742830222987,9.167190108600426
2022-10-12,1101,4910.43,2363.69,0.23,2669.79,normal,703.0,0.53,358.36,376.48,2,508.14,93,0,384.72,1467.39,Mixed,511.58,Healthcare,Negative,80.2,Medium,1302.67,0,2546.7400000000002,48.136110279547815,7.2979352113766005
2022-11-11,1516,4185.69,4756.04,0.31,2665.39,inflation,636.0,0.3,791.34,389.57,4,959.75,78,0,372.64,3316.95,Salary,1066.45,Rent,Neutral,4.8,Low,893.76,0,-570.3500000000004,113.62618827481252,18.905843481003135
2022-12-11,1227,3996.62,3567.38,0.25,3488.47,normal,702.0,0.16,601.1,370.59,9,726.06,58,0,293.25,2072.35,Mixed,1201.78,Groceries,Positive,53.1,Low,515.09,0,429.2399999999998,89.25992463631769,15.040208976585214
2023-01-10,1959,4965.45,3638.3399999999997,0.29,3643.43,inflation,743.0,0.22,424.54,632.01,3,1024.02,33,0,404.35,1720.8,Salary,1513.19,Education,Negative,7.2,Medium,2806.47,0,1327.1100000000001,73.2731172401293,8.549879668509401
2023-02-09,1428,3053.5,4840.09,0.29,3860.91,recession,675.0,0.13,865.53,938.03,2,966.04,98,0,69.57,3514.52,Salary,1256.0,Dining Out,Neutral,49.7,Low,0.0,0,-1786.5900000000001,158.50957917144262,28.345505158015392
2023-03-11,1266,4921.78,4846.21,0.12,2767.36,recession,684.0,0.39,510.84,204.06,6,519.09,99,0,352.17,2599.17,Salary,1894.87,Rent,Positive,27.6,Medium,2504.42,0,75.56999999999971,98.46457988776419,10.379171763061331
2023-04-10,1328,4645.98,4395.5199999999995,0.28,2995.61,normal,751.0,0.52,49.64,314.51,3,1305.97,55,0,523.78,2111.14,Salary,1760.6,Utilities,Positive,90.8,Low,1452.56,0,250.46000000000004,94.60910292338754,1.0684505744751378
2023-05-10,1025,3739.61,4839.8,0.27,3455.02,normal,707.0,0.51,631.62,215.01,3,1332.53,31,0,403.53,2792.54,Salary,1643.73,Dining Out,Positive,26.9,Low,2289.95,0,-1100.19,129.41991277165266,16.889996550442426
2023-06-09,1242,4842.62,3394.99,0.1,4274.44,normal,665.0,0.32,419.24,783.27,4,783.15,31,0,368.01,1750.69,Salary,1276.29,Transportation,Neutral,30.7,Low,1576.51,0,1447.63,70.10647129033457,8.657297082984003
2023-07-09,1482,4848.42,4435.67,0.35,4187.3,normal,660.0,0.19,209.79,818.79,6,973.52,85,0,606.61,2530.02,Salary,1299.04,Healthcare,Positive,71.2,Low,2598.43,0,412.75,91.48691738752007,4.326976623312337
2023-08-08,1396,4041.81,4102.44,0.22,2618.54,inflation,726.0,0.2,437.52,259.78,5,1103.0,57,0,937.03,1717.98,Mixed,1447.43,Rent,Positive,36.1,Medium,282.42,0,-60.629999999999654,101.50007051296323,10.82485322170018
2023-09-07,1990,1647.78,4556.0,0.13,3153.17,recession,667.0,0.29,435.35,948.11,5,481.43,43,0,925.28,2206.3,Salary,1424.42,Investments,Neutral,63.4,Low,0.0,0,-2908.2200000000003,276.4932211824394,26.420395926640694
2023-10-07,1171,5306.27,4919.799999999999,0.08,3383.34,normal,699.0,0.58,700.74,543.37,8,808.38,29,0,977.02,2531.66,Salary,1411.12,Entertainment,Positive,25.7,High,1609.38,0,386.47000000000116,92.71672945402324,13.205886620922042
2023-11-06,1329,5344.28,3770.7999999999997,0.15,3085.08,normal,633.0,0.42,491.61,494.4,1,1745.29,71,0,505.87,2400.02,Freelance,864.91,Insurance,Positive,13.0,Medium,2483.35,0,1573.48,70.55768036105893,9.198806948737717
2019-01-01,1830,4607.04,3324.84,0.32,3268.39,normal,726.0,0.34,626.08,504.93,1,234.64,23,0,669.5,1434.77,Salary,1220.57,Dining Out,Positive,59.7,High,2199.04,0,1282.1999999999998,72.16868097520317,13.58963672987428
2019-01-31,1949,2766.05,4075.26,0.4,2759.26,normal,646.0,0.29,423.82,312.63,7,1420.04,47,0,601.36,2113.19,Freelance,1360.71,Healthcare,Positive,84.4,Low,0.0,0,-1309.21,147.33139314184487,15.322210372191392
