monthly_income,credit_score,rent_or_mortgage,essential_spending,discretionary_spending,risk_level,risk_band
4701.87,680.0,1348.23,2333.24,256.68,0,Low Risk
3792.48,610.0,754.88,2458.62,726.02,1,Medium Risk
3821.93,621.0,1274.34,2021.03,920.25,1,Medium Risk
3922.4,702.0,1398.74,2594.23,296.17,1,Medium Risk
3830.55,660.0,875.58,2239.88,533.06,1,Medium Risk
6598.46,600.0,757.78,1852.61,536.23,0,Low Risk
5028.45,699.0,1632.32,2230.73,137.8,0,Low Risk
4499.01,641.0,1815.12,1913.14,737.69,1,Medium Risk
6382.64,678.0,1178.43,2973.79,635.82,0,Low Risk
4343.69,765.0,2060.22,1909.58,346.22,1,Medium Risk
4554.87,552.0,1413.46,3483.9,342.3,1,Medium Risk
5290.5,822.0,1572.51,1981.52,601.47,0,Low Risk
2315.79,735.0,1465.42,2406.22,397.97,2,High Risk
4842.78,562.0,644.22,2598.42,143.76,0,Low Risk
4788.35,750.0,1499.56,2412.41,749.14,1,Medium Risk
3523.77,683.0,1395.36,2433.54,452.98,1,Medium Risk
3805.5,651.0,1613.14,2480.52,442.15,1,Medium Risk
4714.82,687.0,827.96,2045.86,723.16,0,Low Risk
5689.03,686.0,2092.8,1743.89,704.52,0,Low Risk
4744.36,704.0,1501.13,2347.18,515.84,0,Low Risk
3881.49,705.0,1822.98,1797.74,593.63,1,Medium Risk
2030.17,732.0,737.96,1056.51,574.5,1,Medium Risk
5221.04,747.0,867.16,2675.11,530.03,0,Low Risk
1333.75,650.0,2016.96,2186.12,553.56,2,High Risk
3496.23,630.0,946.7,2302.19,668.63,1,Medium Risk
3334.65,670.0,1191.96,2037.04,614.0,1,Medium Risk
4605.31,624.0,1657.6,3632.88,421.48,1,Medium Risk
4316.82,787.0,1771.14,1423.93,645.39,0,Low Risk
4437.88,713.0,1719.24,1430.54,465.0,0,Low Risk
6901.16,758.0,954.74,2578.2,537.04,0,Low Risk
3561.39,653.0,854.55,1962.73,756.39,1,Medium Risk
3960.08,613.0,1367.16,3145.91,422.67,1,Medium Risk
3073.53,639.0,1136.74,1938.53,548.34,1,Medium Risk
4492.58,595.0,1200.94,1672.06,758.18,0,Low Risk
4753.76,626.0,628.25,2209.95,777.66,0,Low Risk
3268.37,635.0,640.62,3018.39,402.1,1,Medium Risk
4726.02,709.0,1751.94,2093.45,771.75,1,Medium Risk
4075.23,671.0,1253.49,2281.81,552.13,1,Medium Risk
5131.05,668.0,1072.71,2036.75,507.07,0,Low Risk
4297.15,693.0,1804.21,1958.64,344.9,0,Low Risk
3454.17,680.0,1434.65,2095.8,139.03,1,Medium Risk
4859.54,711.0,637.72,2094.77,491.67,0,Low Risk
2642.03,715.0,763.44,2078.28,361.38,1,Medium Risk
3718.62,730.0,1533.8,2762.75,770.53,1,Medium Risk
3706.82,640.0,1023.57,2777.26,785.15,1,Medium Risk
3478.13,766.0,1237.79,2682.39,740.75,1,Medium Risk
2812.22,716.0,1534.98,1834.42,644.62,1,Medium Risk
4206.61,744.0,865.5,1000.0,609.39,0,Low Risk
3885.65,628.0,1475.46,3096.29,736.21,1,Medium Risk
3667.15,709.0,972.99,2469.13,706.99,1,Medium Risk
3450.7,657.0,1398.47,2232.47,430.86,1,Medium Risk
3502.85,638.0,1111.26,1580.54,406.01,0,Low Risk
3249.9,813.0,1432.23,2355.5,971.66,2,High Risk
2840.37,697.0,300.0,1823.14,601.37,1,Medium Risk
3233.77,705.0,750.21,2880.62,431.99,1,Medium Risk
2036.57,675.0,890.27,2579.49,512.93,2,High Risk
4472.59,634.0,1629.08,2216.07,560.33,0,Low Risk
4480.67,644.0,1202.74,1478.47,470.69,0,Low Risk
4660.79,642.0,1241.37,2688.15,380.99,0,Low Risk
4493.53,667.0,1481.26,2220.96,464.97,0,Low Risk
4897.24,721.0,1134.32,1645.9,482.28,0,Low Risk
6577.71,787.0,1662.06,2439.4,392.6,0,Low Risk
3717.91,692.0,1238.01,1529.86,572.42,0,Low Risk
2459.45,594.0,875.71,3561.47,639.13,2,High Risk
5296.21,725.0,1469.31,1386.12,940.39,0,Low Risk
3900.81,624.0,1256.25,2660.64,857.51,1,Medium Risk
6004.68,705.0,300.0,3097.25,548.12,0,Low Risk
5560.87,705.0,1046.96,3045.95,742.83,0,Low Risk
4093.76,694.0,1478.35,1949.62,636.04,1,Medium Risk
5904.98,657.0,1720.5,3070.53,562.83,0,Low Risk
4773.79,709.0,1806.75,2794.04,446.22,1,Medium Risk
4782.36,681.0,948.53,3331.9,679.35,1,Medium Risk
5370.44,717.0,1842.48,1463.71,450.86,0,Low Risk
5777.42,748.0,316.46,2035.34,518.21,0,Low Risk
5007.12,712.0,1044.25,1396.66,167.15,0,Low Risk
4286.35,696.0,1223.17,1712.12,585.86,0,Low Risk
5252.02,691.0,1809.63,2006.8,379.64,0,Low Risk
4099.25,668.0,1329.56,3195.98,148.88,1,Medium Risk
3213.26,674.0,1436.6,2946.01,680.08,2,High Risk
4712.63,615.0,1415.75,1814.41,460.49,0,Low Risk
4136.61,725.0,1470.46,1893.77,458.94,1,Medium Risk
4226.39,669.0,1299.61,1961.0,404.5,0,Low Risk
3297.15,763.0,1186.18,1065.44,676.79,0,Low Risk
2854.93,702.0,1072.27,1866.95,692.42,1,Medium Risk
3091.21,706.0,1726.89,2259.64,153.41,1,Medium Risk
3731.11,757.0,839.87,2945.5,370.22,1,Medium Risk
4043.8,669.0,1269.57,2803.18,487.72,1,Medium Risk
6506.77,671.0,1449.05,3135.65,660.88,0,Low Risk
1957.14,647.0,1608.24,3045.26,570.24,2,High Risk
3890.29,718.0,930.38,2062.29,455.2,0,Low Risk
3804.77,547.0,1639.38,2012.13,762.59,1,Medium Risk
3050.34,645.0,461.83,1091.55,126.12,0,Low Risk
2967.7,610.0,871.38,3095.39,374.25,1,Medium Risk
2554.47,677.0,665.78,2385.37,664.84,2,High Risk
4987.0,636.0,833.71,2808.55,462.86,0,Low Risk
3636.72,659.0,1155.45,1574.44,320.14,0,Low Risk
3500.91,738.0,481.75,2650.27,589.95,1,Medium Risk
2292.67,732.0,349.21,2527.1,441.22,1,Medium Risk
4879.06,674.0,1118.68,1945.8,880.66,0,Low Risk
4181.87,649.0,1669.32,2432.6,354.56,1,Medium Risk
2884.27,631.0,1299.85,1632.41,476.4,1,Medium Risk
3495.12,696.0,1349.68,1936.52,276.56,1,Medium Risk
4297.09,666.0,982.23,1799.55,611.27,0,Low Risk
2827.7,713.0,1227.75,1962.99,580.23,2,High Risk
5052.02,701.0,1129.16,2629.4,223.21,0,Low Risk
3817.1,740.0,1039.58,2033.35,710.1,1,Medium Risk
3275.11,711.0,1065.33,1856.35,474.3,1,Medium Risk
3998.27,713.0,1158.21,2350.64,155.41,1,Medium Risk
3173.08,658.0,1757.89,1558.51,725.91,1,Medium Risk
3845.92,665.0,1404.06,2859.74,257.64,1,Medium Risk
4139.21,706.0,1687.51,2843.36,645.42,1,Medium Risk
3469.67,682.0,311.42,1609.63,140.9,0,Low Risk
5461.23,773.0,1804.51,2285.28,599.11,0,Low Risk
3066.2,737.0,877.17,2390.33,395.3,1,Medium Risk
5312.24,741.0,1004.41,2557.78,684.86,0,Low Risk
4883.87,585.0,1934.89,2188.93,404.56,0,Low Risk
4533.63,620.0,1127.16,1804.01,672.18,0,Low Risk
5002.97,689.0,1930.57,3985.5,807.95,1,Medium Risk
5446.06,691.0,779.18,1984.99,404.45,0,Low Risk
1394.59,705.0,1047.74,2832.5,445.05,2,High Risk
3443.21,721.0,1451.83,2393.65,659.68,1,Medium Risk
2971.84,606.0,1456.88,1617.93,615.97,1,Medium Risk
3076.59,764.0,921.86,1421.09,327.61,1,Medium Risk
2999.61,643.0,1257.13,1924.92,193.82,1,Medium Risk
1649.12,645.0,2062.87,2647.16,408.32,2,High Risk
3264.57,607.0,1624.65,1000.0,423.75,1,Medium Risk
3517.89,666.0,569.37,2232.4,696.63,1,Medium Risk
2256.07,646.0,300.0,2062.59,238.23,1,Medium Risk
5969.4,631.0,1395.43,2641.31,661.0,0,Low Risk
5029.99,643.0,1047.73,2015.3,436.04,0,Low Risk
2312.95,731.0,1000.82,2156.2,120.68,1,Medium Risk
3482.26,617.0,1299.05,1000.0,304.02,0,Low Risk
3354.24,644.0,1182.78,2872.78,0.0,1,Medium Risk
3480.16,639.0,1081.34,2021.35,358.81,1,Medium Risk
3803.28,648.0,888.78,2190.84,789.93,0,Low Risk
2521.17,567.0,1076.93,1630.68,745.68,1,Medium Risk
5866.09,703.0,1630.53,2221.14,607.83,0,Low Risk
5258.99,640.0,1497.26,2415.06,770.47,0,Low Risk
4067.93,636.0,1482.5,1869.17,626.41,1,Medium Risk
3914.89,623.0,830.68,2342.96,440.37,0,Low Risk
4488.85,714.0,1126.51,1474.65,380.14,0,Low Risk
4617.04,761.0,1062.99,2818.8,421.17,0,Low Risk
4010.68,723.0,896.4,2819.13,521.11,1,Medium Risk
6619.89,722.0,1111.14,1881.06,496.0,0,Low Risk
4660.54,622.0,1437.51,1092.09,826.63,0,Low Risk
2384.25,787.0,1393.45,2437.97,803.81,2,High Risk
3286.94,779.0,1239.94,1889.4,421.16,1,Medium Risk
4244.86,587.0,1236.41,1109.36,158.55,0,Low Risk
3007.28,644.0,1489.76,1000.0,610.92,1,Medium Risk
3022.18,670.0,1526.66,1886.59,218.12,1,Medium Risk
3917.15,607.0,1298.92,2129.82,557.54,1,Medium Risk
2020.14,648.0,1151.33,1988.27,505.9,2,High Risk
4331.97,710.0,1332.97,2073.34,710.67,0,Low Risk
5027.23,654.0,1245.73,1000.0,340.38,0,Low Risk
3643.48,748.0,1428.13,1338.37,225.58,0,Low Risk
4326.45,729.0,1182.53,2351.97,818.72,1,Medium Risk
2067.72,622.0,1425.06,1666.2,320.48,1,Medium Risk
3496.37,608.0,1415.05,2028.19,268.18,1,Medium Risk
4095.6,707.0,1677.34,2565.47,317.75,1,Medium Risk
3574.03,704.0,1458.91,3090.79,57.12,1,Medium Risk
2808.94,684.0,671.01,2193.13,388.82,1,Medium Risk
2963.77,631.0,1325.53,1851.71,129.8,1,Medium Risk
2534.09,664.0,742.35,1461.85,429.81,1,Medium Risk
2746.43,674.0,465.26,1098.13,755.72,0,Low Risk
3976.21,692.0,1374.23,2494.57,682.41,1,Medium Risk
5293.22,847.0,1405.38,1226.44,480.16,0,Low Risk
4848.26,777.0,1308.16,2770.88,400.05,0,Low Risk
2878.18,656.0,1506.68,1385.69,340.74,1,Medium Risk
3067.71,666.0,1579.1,1512.35,475.02,1,Medium Risk
6707.56,699.0,1776.29,1120.12,341.93,0,Low Risk
5047.92,699.0,1128.15,2599.11,445.59,0,Low Risk
2851.45,645.0,1138.71,1246.02,550.0,1,Medium Risk
3697.69,738.0,808.21,2305.3,493.48,1,Medium Risk
3337.46,655.0,704.5,2662.82,893.65,1,Medium Risk
4633.39,658.0,1721.65,1887.72,844.85,1,Medium Risk
4073.05,615.0,772.07,2776.83,991.51,1,Medium Risk
4229.99,745.0,909.15,2998.52,181.94,1,Medium Risk
3875.22,702.0,1465.31,2802.01,736.18,1,Medium Risk
1614.72,714.0,1024.71,1868.0,682.9,2,High Risk
6471.53,688.0,1056.24,2195.39,336.47,0,Low Risk
4064.91,681.0,1864.47,2577.54,595.35,1,Medium Risk
4153.46,688.0,903.09,1630.62,733.31,0,Low Risk
4085.13,608.0,1501.33,2501.95,263.63,1,Medium Risk
3348.85,721.0,1172.87,1072.4,1020.01,1,Medium Risk
4614.66,729.0,1172.22,1825.02,398.07,0,Low Risk
3227.28,754.0,1603.41,1000.0,338.73,1,Medium Risk
4711.02,680.0,1734.54,2342.62,494.19,1,Medium Risk
4301.38,760.0,1495.34,1545.27,541.16,0,Low Risk
4766.74,743.0,1110.62,2056.48,758.13,0,Low Risk
4389.62,644.0,901.46,2265.3,404.91,0,Low Risk
4546.92,573.0,752.01,1823.65,339.82,0,Low Risk
5103.96,656.0,821.44,2626.66,520.2,0,Low Risk
4053.47,622.0,1588.74,1820.37,337.57,0,Low Risk
2997.24,675.0,1881.66,1604.62,731.41,1,Medium Risk
3379.99,696.0,1596.99,3100.23,843.21,1,Medium Risk
3083.05,695.0,1491.89,3487.11,477.98,1,Medium Risk
3363.59,765.0,804.19,1883.79,417.44,0,Low Risk
4052.79,613.0,1214.6,1458.48,523.94,0,Low Risk
4374.68,663.0,2009.45,3431.66,527.65,1,Medium Risk
3676.37,703.0,777.98,3313.32,595.16,1,Medium Risk
4695.57,715.0,1370.82,1000.0,542.15,0,Low Risk
3905.77,689.0,644.21,1881.05,377.21,0,Low Risk
5735.6,639.0,1698.23,1953.59,589.82,0,Low Risk
4430.2,657.0,1843.11,2316.95,304.14,1,Medium Risk
3313.54,607.0,720.25,2482.27,798.3,1,Medium Risk
4058.03,603.0,1484.82,2237.88,273.96,0,Low Risk
3643.13,617.0,936.37,2620.51,706.59,1,Medium Risk
2099.6,696.0,917.56,2255.84,621.52,1,Medium Risk
3494.72,663.0,907.7,2851.1,451.45,1,Medium Risk
3887.49,727.0,843.75,2002.62,285.37,0,Low Risk
3751.52,629.0,1327.49,2406.76,496.63,1,Medium Risk
5075.96,690.0,539.61,1862.87,602.5,0,Low Risk
3294.98,757.0,1498.07,2369.41,280.83,1,Medium Risk
2298.41,694.0,1752.5,2791.09,343.67,2,High Risk
4675.74,678.0,845.1,1807.27,200.81,0,Low Risk
4056.35,691.0,911.9,3160.19,571.46,1,Medium Risk
4685.76,649.0,1439.28,3227.63,394.6,1,Medium Risk
4977.35,753.0,757.51,2990.21,294.19,0,Low Risk
4273.35,608.0,1698.83,2483.29,710.46,1,Medium Risk
3494.96,789.0,971.1,2342.17,475.89,1,Medium Risk
4543.78,601.0,1787.76,3045.19,267.11,1,Medium Risk
5528.53,607.0,1112.51,1317.05,769.97,0,Low Risk
4817.76,724.0,1687.13,1719.35,504.2,0,Low Risk
3917.81,766.0,435.37,1951.02,621.19,0,Low Risk
5141.31,673.0,1273.02,1819.11,642.25,0,Low Risk
3115.15,761.0,1595.63,1935.48,576.92,1,Medium Risk
4666.89,567.0,801.39,2368.76,588.72,0,Low Risk
3248.15,655.0,957.34,2015.12,707.22,1,Medium Risk
3731.59,605.0,1135.19,2603.96,484.73,1,Medium Risk
3263.77,631.0,1190.5,3331.16,503.22,1,Medium Risk
4607.72,734.0,1130.66,1883.69,466.98,0,Low Risk
4826.8,656.0,1980.84,3618.23,289.16,1,Medium Risk
4103.19,705.0,943.08,1724.77,673.15,0,Low Risk
2663.92,583.0,1393.81,2615.43,852.41,2,High Risk
4800.06,687.0,1529.69,2345.66,666.42,1,Medium Risk
6147.71,716.0,680.1,2220.54,370.8,0,Low Risk
4385.22,635.0,1639.01,2510.28,669.24,1,Medium Risk
4204.23,726.0,613.26,2603.14,840.83,0,Low Risk
4819.52,727.0,751.67,2703.57,733.42,0,Low Risk
3710.49,705.0,1317.92,2364.33,221.77,1,Medium Risk
4088.05,657.0,1528.61,1144.4,460.52,0,Low Risk
6398.69,746.0,1711.0,2081.12,615.02,0,Low Risk
6130.53,625.0,1004.25,1544.37,535.32,0,Low Risk
3816.71,813.0,1002.12,2600.82,463.53,1,Medium Risk
4423.41,658.0,549.99,3021.31,405.98,1,Medium Risk
3706.82,631.0,2146.72,2385.13,809.9,1,Medium Risk
3054.59,674.0,1008.04,1408.08,549.39,1,Medium Risk
4231.51,706.0,923.25,2889.97,541.41,1,Medium Risk
2889.92,642.0,2000.8,1770.25,422.9,1,Medium Risk
4918.62,737.0,1080.88,2222.36,308.83,0,Low Risk
3266.03,638.0,1116.14,1947.26,353.47,1,Medium Risk
6847.04,718.0,1542.08,2737.36,656.6,0,Low Risk
4897.52,612.0,547.27,2551.0,579.2,0,Low Risk
3006.83,673.0,1703.69,1000.0,368.91,1,Medium Risk
4457.09,675.0,897.5,2305.8,984.78,0,Low Risk
3229.27,596.0,1063.16,2819.56,544.71,1,Medium Risk
4118.27,604.0,1056.86,2046.1,348.11,0,Low Risk
3814.7,605.0,648.47,2394.87,321.67,0,Low Risk
1346.96,742.0,893.39,2134.51,280.82,2,High Risk
4159.08,605.0,1430.57,2468.66,380.89,1,Medium Risk
4385.47,638.0,1713.51,2268.67,118.95,0,Low Risk
2655.04,701.0,1412.31,1821.25,839.63,1,Medium Risk
4107.0,563.0,1019.72,3147.18,475.52,1,Medium Risk
4101.85,608.0,1257.41,1900.1,233.47,0,Low Risk
5810.44,668.0,827.68,1684.84,299.1,0,Low Risk
2883.01,741.0,1478.58,1000.0,501.18,1,Medium Risk
3205.32,635.0,1271.39,2788.24,546.66,1,Medium Risk
4818.75,647.0,1632.32,1892.53,520.94,0,Low Risk
2755.45,651.0,1712.95,2331.48,576.19,2,High Risk
4459.03,741.0,1383.85,1997.35,498.84,0,Low Risk
5162.02,670.0,1573.88,2294.13,496.3,0,Low Risk
3966.3,651.0,1223.42,2375.07,725.75,1,Medium Risk
4343.65,669.0,787.34,1000.0,417.59,0,Low Risk
4248.11,669.0,1311.82,1788.89,388.82,0,Low Risk
3200.14,764.0,1427.57,2851.16,785.73,1,Medium Risk
4445.12,710.0,2070.8,1733.09,549.66,1,Medium Risk
4176.33,664.0,1529.15,1801.76,521.0,0,Low Risk
5655.8,663.0,1892.02,1983.67,349.24,0,Low Risk
6528.31,676.0,1720.68,2259.81,530.21,0,Low Risk
6768.22,715.0,971.35,2567.44,195.43,0,Low Risk
2979.52,664.0,1546.44,2016.11,152.1,1,Medium Risk
4147.24,656.0,916.7,2248.77,256.75,0,Low Risk
5065.61,698.0,1601.17,3003.61,473.78,1,Medium Risk
4502.18,668.0,300.0,1721.17,593.51,0,Low Risk
4023.22,621.0,1207.62,1698.66,658.4,0,Low Risk
4218.27,734.0,1659.82,2016.34,494.03,1,Medium Risk
3935.86,666.0,1387.53,2460.28,601.12,1,Medium Risk
3959.13,626.0,1314.05,1229.24,239.78,0,Low Risk
3810.97,592.0,1600.71,2161.35,557.61,1,Medium Risk
5005.06,654.0,1642.5,2027.77,319.65,0,Low Risk
5019.59,675.0,1564.72,2471.86,822.54,1,Medium Risk
5058.46,546.0,1341.4,1753.13,556.03,0,Low Risk
2992.75,635.0,1260.19,2769.19,828.32,2,High Risk
4506.97,710.0,1135.24,2437.89,918.27,1,Medium Risk
4174.95,635.0,887.72,2892.7,493.0,1,Medium Risk
1592.19,672.0,1338.3,1854.09,348.24,2,High Risk
4437.84,707.0,785.43,2024.0,823.63,0,Low Risk
3041.88,725.0,1465.22,2451.77,499.92,1,Medium Risk
3413.57,683.0,545.04,1209.94,362.01,0,Low Risk
3619.99,653.0,1342.33,2061.58,400.46,1,Medium Risk
3970.83,685.0,1387.79,2220.68,177.95,1,Medium Risk
4786.91,807.0,1738.27,2078.15,180.51,0,Low Risk
5019.85,688.0,1379.58,1353.04,732.69,0,Low Risk
3693.96,696.0,2153.59,3177.43,465.89,1,Medium Risk
3879.11,800.0,1300.29,2204.59,563.54,1,Medium Risk
5020.37,643.0,1875.95,1861.17,390.25,0,Low Risk
4159.49,629.0,1332.78,2990.43,337.14,1,Medium Risk
5547.65,718.0,922.7,2464.38,1111.81,0,Low Risk
3799.41,766.0,1219.16,2766.98,507.46,1,Medium Risk
2844.51,717.0,1500.44,2491.68,562.89,1,Medium Risk
3908.07,749.0,1063.44,1123.94,437.28,0,Low Risk
5263.54,663.0,1125.16,1592.53,961.46,0,Low Risk
2578.67,605.0,496.4,1408.92,108.36,0,Low Risk
3143.62,706.0,1382.2,1752.85,548.67,1,Medium Risk
4688.27,653.0,1316.32,2354.18,510.08,0,Low Risk
4263.13,649.0,1591.51,2241.85,540.5,1,Medium Risk
4600.5,660.0,875.26,2604.32,184.3,0,Low Risk
3381.06,616.0,1140.2,2091.79,430.48,1,Medium Risk
5312.2,675.0,1649.06,1265.21,636.6,0,Low Risk
4438.58,571.0,693.64,2676.6,304.97,0,Low Risk
5136.21,635.0,823.84,2388.88,473.34,0,Low Risk
4976.74,763.0,1350.82,2435.01,500.65,0,Low Risk
2400.71,667.0,735.25,2678.93,658.15,2,High Risk
3906.18,766.0,1175.32,2369.45,575.33,1,Medium Risk
3813.81,727.0,1912.27,2872.89,123.5,1,Medium Risk
3594.22,796.0,662.75,2078.56,457.41,1,Medium Risk
5428.81,721.0,697.72,1057.84,266.19,0,Low Risk
2814.78,625.0,1362.95,2198.85,544.84,1,Medium Risk
2199.15,761.0,1975.6,1268.99,428.34,2,High Risk
3920.93,648.0,1145.48,1835.41,536.71,0,Low Risk
5838.11,699.0,1597.48,1211.88,626.11,0,Low Risk
2189.55,652.0,1459.77,1000.0,919.02,1,Medium Risk
4092.78,775.0,1402.29,2090.77,490.89,1,Medium Risk
4044.89,694.0,1299.58,2483.51,408.87,1,Medium Risk
4257.04,768.0,1235.73,2414.66,627.22,1,Medium Risk
4628.7,649.0,1425.48,2824.86,597.44,1,Medium Risk
4352.82,563.0,862.82,1045.17,802.27,0,Low Risk
3370.26,651.0,1268.81,2263.54,334.91,1,Medium Risk
3501.5,718.0,300.0,2420.43,381.53,1,Medium Risk
4056.63,775.0,1015.07,2693.64,484.4,1,Medium Risk
3620.88,677.0,624.29,2728.61,361.54,1,Medium Risk
4795.36,591.0,1701.05,1569.27,390.51,0,Low Risk
4037.64,586.0,1334.68,3136.69,556.8,1,Medium Risk
4275.82,642.0,1511.58,2153.03,740.56,1,Medium Risk
3733.2,716.0,1853.5,1514.72,458.62,1,Medium Risk
5140.81,763.0,1387.71,1966.65,650.85,0,Low Risk
4445.3,710.0,1507.02,2525.25,883.33,1,Medium Risk
5532.98,683.0,1288.18,2688.19,144.92,0,Low Risk
3429.75,759.0,1145.03,2030.46,458.76,1,Medium Risk
2513.68,615.0,2410.29,1051.36,610.16,1,Medium Risk
4359.38,668.0,1140.56,2548.91,494.94,1,Medium Risk
4650.45,643.0,2026.44,1960.48,566.25,0,Low Risk
3817.12,663.0,330.13,1668.66,373.78,0,Low Risk
5730.31,593.0,788.5,2110.17,803.36,0,Low Risk
4295.32,748.0,1066.23,2830.87,284.28,1,Medium Risk
3519.24,686.0,1160.31,4073.79,279.15,1,Medium Risk
4692.73,689.0,491.09,2665.46,414.11,0,Low Risk
4067.52,695.0,1339.18,2369.63,439.88,1,Medium Risk
4526.31,634.0,1568.28,1700.11,365.54,0,Low Risk
5448.36,696.0,695.86,2770.96,826.63,0,Low Risk
6438.55,750.0,1522.19,2523.37,702.27,0,Low Risk
4832.32,670.0,1585.73,1370.3,290.22,0,Low Risk
5293.43,675.0,818.61,1712.78,349.78,0,Low Risk
2157.06,618.0,1805.61,3407.45,446.96,2,High Risk
3092.56,687.0,1976.77,1874.71,428.42,1,Medium Risk
4401.63,617.0,1843.81,1915.37,572.69,1,Medium Risk
3718.77,618.0,1272.99,2616.72,438.06,1,Medium Risk
1336.44,647.0,1504.97,2414.16,539.11,2,High Risk
5257.3,641.0,959.47,1000.0,440.41,0,Low Risk
4130.08,603.0,1086.93,1914.21,739.12,0,Low Risk
5030.32,729.0,552.83,2287.02,369.18,0,Low Risk
3759.87,674.0,983.83,2277.32,668.16,1,Medium Risk
6272.02,559.0,599.04,1811.31,228.67,0,Low Risk
5360.33,789.0,919.08,2141.49,333.7,0,Low Risk
3148.12,756.0,1760.59,1156.46,678.74,1,Medium Risk
2947.45,762.0,963.64,2171.72,661.62,1,Medium Risk
3745.31,770.0,2135.98,2655.27,211.46,1,Medium Risk
4305.48,695.0,864.77,3107.76,166.06,1,Medium Risk
4549.69,642.0,1074.17,2260.14,492.24,0,Low Risk
5195.83,740.0,1726.51,1091.92,834.28,0,Low Risk
3333.31,733.0,789.24,2706.59,397.04,1,Medium Risk
3799.28,632.0,1290.59,1578.38,706.2,1,Medium Risk
4349.92,690.0,1057.14,3214.16,207.32,1,Medium Risk
4849.85,658.0,868.58,2157.99,615.28,0,Low Risk
4641.19,712.0,1425.84,1779.59,727.34,0,Low Risk
2584.44,685.0,1367.94,2668.49,787.42,2,High Risk
2518.54,734.0,1001.96,3159.36,376.9,1,Medium Risk
4179.58,577.0,751.03,1713.25,549.34,0,Low Risk
1710.02,753.0,1365.88,1058.14,492.95,2,High Risk
5960.17,753.0,1168.9,1000.0,728.53,0,Low Risk
4528.21,693.0,1080.54,2327.45,543.1,0,Low Risk
3960.15,659.0,609.78,2978.59,483.63,1,Medium Risk
6765.29,695.0,1131.37,2108.72,283.02,0,Low Risk
5974.57,563.0,1029.17,1990.01,341.6,0,Low Risk
2662.47,608.0,899.76,1218.81,545.86,1,Medium Risk
1262.81,702.0,1019.27,3108.82,482.3,2,High Risk
3731.63,686.0,1421.51,2282.51,398.36,1,Medium Risk
4404.16,694.0,1055.89,2905.03,590.0,1,Medium Risk
2901.8,611.0,1116.58,2887.63,601.59,2,High Risk
4358.56,643.0,1052.03,1827.44,577.23,0,Low Risk
3262.49,684.0,454.4,1263.12,578.21,0,Low Risk
3261.75,712.0,379.36,1480.1,612.03,0,Low Risk
3933.14,706.0,684.91,1517.5,171.36,0,Low Risk
4565.62,715.0,761.65,2485.2,367.23,0,Low Risk
4511.73,700.0,645.91,2715.27,735.48,0,Low Risk
5455.0,654.0,1460.35,1506.27,283.01,0,Low Risk
3846.7,578.0,818.4,2924.72,479.72,1,Medium Risk
3261.17,756.0,1436.52,3038.57,603.22,2,High Risk
2585.77,744.0,1306.39,2420.97,1158.74,1,Medium Risk
2401.62,648.0,1150.76,1856.06,567.3,2,High Risk
4043.99,813.0,848.09,2863.29,650.48,1,Medium Risk
3308.49,726.0,800.99,1857.74,600.84,1,Medium Risk
3452.89,698.0,1602.26,1408.65,560.5,1,Medium Risk
3689.48,692.0,1709.34,1826.67,570.88,1,Medium Risk
4016.66,738.0,1597.87,1340.23,632.63,0,Low Risk
4306.28,635.0,1854.4,2448.59,233.19,1,Medium Risk
2968.45,686.0,955.27,2411.5,405.82,1,Medium Risk
3982.13,638.0,1024.55,3498.46,271.3,1,Medium Risk
4367.89,661.0,796.51,2727.54,174.09,0,Low Risk
1891.95,602.0,566.81,2527.03,655.84,1,Medium Risk
4396.7,664.0,1915.08,2134.84,478.19,1,Medium Risk
5549.63,595.0,1092.28,2879.58,599.47,0,Low Risk
3821.33,649.0,786.62,1864.64,374.75,0,Low Risk
4672.18,625.0,1595.89,1000.0,421.97,0,Low Risk
3524.82,662.0,1492.34,1365.41,244.44,0,Low Risk
3265.31,735.0,462.49,2356.9,535.01,1,Medium Risk
3617.24,692.0,1122.39,1407.56,390.56,0,Low Risk
6423.61,785.0,894.4,2311.22,243.86,0,Low Risk
4179.85,720.0,971.09,2240.85,363.47,0,Low Risk
4520.96,644.0,1270.13,2302.78,109.36,0,Low Risk
5897.16,661.0,992.13,2464.04,325.56,0,Low Risk
4708.68,659.0,937.73,3003.59,375.62,0,Low Risk
5083.27,678.0,805.56,2368.61,399.37,0,Low Risk
6383.05,652.0,1456.71,2419.18,623.05,0,Low Risk
5293.28,684.0,1428.2,1851.73,672.62,0,Low Risk
5447.32,745.0,662.55,2157.19,200.49,0,Low Risk
2959.45,713.0,1318.39,2282.65,887.86,1,Medium Risk
4857.69,642.0,929.51,1761.8,314.03,0,Low Risk
5499.2,698.0,1483.48,2671.26,184.18,0,Low Risk
4396.81,591.0,300.0,1334.17,240.41,0,Low Risk
4804.53,694.0,1385.96,2326.04,633.84,0,Low Risk
5459.96,660.0,1596.37,2475.26,625.71,0,Low Risk
3516.53,767.0,1357.67,2597.83,901.44,1,Medium Risk
6190.05,659.0,1074.89,2663.23,535.72,0,Low Risk
4421.9,641.0,340.32,2491.74,451.61,0,Low Risk
4045.88,697.0,1662.29,1734.18,668.2,1,Medium Risk
4126.2,582.0,1849.65,3195.34,548.47,1,Medium Risk
4281.58,757.0,1314.58,1080.79,320.58,0,Low Risk
